integration_feature	anchor_feature	integrated_correction_feature
LXN	TRUE	FALSE
ATP1B3	TRUE	FALSE
CD9	TRUE	FALSE
CLSPN	TRUE	FALSE
CNTNAP3B	TRUE	FALSE
RNF43	TRUE	FALSE
CPXM2	TRUE	FALSE
MEG8	TRUE	FALSE
AC004817.3	TRUE	FALSE
KCNN3	TRUE	FALSE
PERP	TRUE	FALSE
UPP1	TRUE	FALSE
PRR15	TRUE	FALSE
KLF4	TRUE	FALSE
PDGFD	TRUE	FALSE
PTPN7	TRUE	FALSE
SLA	TRUE	FALSE
SLC44A4	TRUE	FALSE
TESC	TRUE	FALSE
TENT5C	TRUE	FALSE
KANK3	TRUE	FALSE
SLC8A1	TRUE	FALSE
HIST1H1A	TRUE	FALSE
AHCYL2	TRUE	FALSE
GPR171	TRUE	FALSE
SMC2	TRUE	FALSE
UBE2T	TRUE	FALSE
PLEKHO1	TRUE	FALSE
BCHE	TRUE	FALSE
JAG1	TRUE	FALSE
CMBL	TRUE	FALSE
HAPLN3	TRUE	FALSE
KCNAB1	TRUE	FALSE
GPSM2	TRUE	FALSE
LILRB1	TRUE	FALSE
EVI2B	TRUE	FALSE
SCPEP1	TRUE	FALSE
MARCKSL1	TRUE	FALSE
NTRK3	TRUE	FALSE
ANXA5	TRUE	FALSE
BUB1	TRUE	FALSE
SERTAD1	TRUE	FALSE
CASQ2	TRUE	FALSE
SMC4	TRUE	FALSE
CD33	TRUE	FALSE
ANXA3	TRUE	FALSE
SERINC2	TRUE	FALSE
RBPMS	TRUE	FALSE
TCF15	TRUE	FALSE
S100A16	TRUE	FALSE
SUCNR1	TRUE	FALSE
RAB31	TRUE	FALSE
CDCA5	TRUE	FALSE
FAM241A	TRUE	FALSE
HIST1H1D	TRUE	FALSE
CD109	TRUE	FALSE
CLDN10	TRUE	FALSE
LMNA	TRUE	FALSE
SECTM1	TRUE	FALSE
CXCL16	TRUE	FALSE
FERMT1	TRUE	FALSE
FOXQ1	TRUE	FALSE
HAVCR2	TRUE	FALSE
ACHE	TRUE	FALSE
GIMAP6	TRUE	FALSE
AFAP1L1	TRUE	FALSE
TENT5A	TRUE	FALSE
NDN	TRUE	FALSE
CDCA2	TRUE	FALSE
ITGAM	TRUE	FALSE
NFIB	TRUE	FALSE
RERG	TRUE	FALSE
RORA	TRUE	FALSE
LINC02397	TRUE	FALSE
DNAJC5B	TRUE	FALSE
FGD5	TRUE	FALSE
SH2D1A	TRUE	FALSE
DST	TRUE	FALSE
BCAT1	TRUE	FALSE
GMNN	TRUE	FALSE
SPOCK1	TRUE	FALSE
FAM84A	TRUE	FALSE
TXN	TRUE	FALSE
BIK	TRUE	FALSE
QKI	TRUE	FALSE
FCRL2	TRUE	FALSE
SEMA4A	TRUE	FALSE
DPYSL2	TRUE	FALSE
FAIM2	TRUE	FALSE
GCHFR	TRUE	FALSE
IQGAP3	TRUE	FALSE
RTKN2	TRUE	FALSE
HTR3A	TRUE	FALSE
NDC80	TRUE	FALSE
LAT2	TRUE	FALSE
FLRT2	TRUE	FALSE
SOCS1	TRUE	FALSE
FAM129A	TRUE	FALSE
QSOX1	TRUE	FALSE
C2	TRUE	FALSE
AL583785.1	TRUE	FALSE
RASGRP3	TRUE	FALSE
ECT2	TRUE	FALSE
FGFR1	TRUE	FALSE
GGH	TRUE	FALSE
AC092807.3	TRUE	FALSE
PTPRE	TRUE	FALSE
SEMA3D	TRUE	FALSE
CDC42EP3	TRUE	FALSE
MSX1	TRUE	FALSE
TNFRSF1B	TRUE	FALSE
BCAS1	TRUE	FALSE
SLFN5	TRUE	FALSE
SWAP70	TRUE	FALSE
MCM4	TRUE	FALSE
TMEM61	TRUE	FALSE
SDF2L1	TRUE	FALSE
DIO3OS	TRUE	FALSE
MATK	TRUE	FALSE
KRTCAP3	TRUE	FALSE
STARD10	TRUE	FALSE
MCM5	TRUE	FALSE
ARHGAP23	TRUE	FALSE
TRIM15	TRUE	FALSE
SPHK1	TRUE	FALSE
TNS2	TRUE	FALSE
CYTIP	TRUE	FALSE
B3GALT5	TRUE	FALSE
BCL6B	TRUE	FALSE
GDA	TRUE	FALSE
SNCA	TRUE	FALSE
KLF7	TRUE	FALSE
URAD	TRUE	FALSE
CLIC2	TRUE	FALSE
KIF11	TRUE	FALSE
HSPA12B	TRUE	FALSE
KIF15	TRUE	FALSE
ETS2	TRUE	FALSE
PHLDA3	TRUE	FALSE
MCM6	TRUE	FALSE
HSPB2	TRUE	FALSE
TINAGL1	TRUE	FALSE
HDGFL3	TRUE	FALSE
FBXO32	TRUE	FALSE
MAFF	TRUE	FALSE
TMEM141	TRUE	FALSE
PDLIM7	TRUE	FALSE
GNB4	TRUE	FALSE
ESCO2	TRUE	FALSE
MIAT	TRUE	FALSE
S100A13	TRUE	FALSE
MAL	TRUE	FALSE
OAS1	TRUE	FALSE
ADAM28	TRUE	FALSE
ZG16B	TRUE	FALSE
ATAD5	TRUE	FALSE
SGO1	TRUE	FALSE
CACNA2D3	TRUE	FALSE
CFTR	TRUE	FALSE
SEC14L1	TRUE	FALSE
NEURL1B	TRUE	FALSE
CHP2	TRUE	FALSE
MAFA	TRUE	FALSE
LAMB2	TRUE	FALSE
PTPRO	TRUE	FALSE
BRCA2	TRUE	FALSE
PEG10	TRUE	FALSE
ARHGAP11B	TRUE	FALSE
CKAP2L	TRUE	FALSE
RAD51AP1	TRUE	FALSE
GPR146	TRUE	FALSE
BUB1B	TRUE	FALSE
ACTN1	TRUE	FALSE
SAPCD2	TRUE	FALSE
RRAS	TRUE	FALSE
TTK	TRUE	FALSE
CREM	TRUE	FALSE
BEX3	TRUE	FALSE
PFKFB3	TRUE	FALSE
CREB3L1	TRUE	FALSE
DOK2	TRUE	FALSE
PDE2A	TRUE	FALSE
SEMA3B	TRUE	FALSE
GPT	TRUE	FALSE
PKMYT1	TRUE	FALSE
AC008397.1	TRUE	FALSE
PRR15L	TRUE	FALSE
F10	TRUE	FALSE
IGHV3-21	TRUE	FALSE
C16orf89	TRUE	FALSE
HILPDA	TRUE	FALSE
BTNL9	TRUE	FALSE
LY6D	TRUE	FALSE
IGHV3-11	TRUE	FALSE
IL11	TRUE	FALSE
IGHV4-34	TRUE	FALSE
IGHV3-43	TRUE	FALSE
GPC3	TRUE	FALSE
AC009041.2	TRUE	FALSE
SCN7A	TRUE	FALSE
FAM92B	TRUE	FALSE
HAND2	TRUE	FALSE
IGHV4-4	TRUE	FALSE
SLC1A3	TRUE	FALSE
IL13RA2	TRUE	FALSE
KCNJ6	TRUE	FALSE
CHST1	TRUE	FALSE
CTSZ	TRUE	FALSE
PGAM2	TRUE	FALSE
TNIP3	TRUE	FALSE
RELN	TRUE	FALSE
IGKV2D-30	TRUE	FALSE
ADAMTSL4	TRUE	FALSE
WNT4	TRUE	FALSE
GCSAM	TRUE	FALSE
SAA2	TRUE	FALSE
TRBV28	TRUE	FALSE
C1QTNF12	TRUE	FALSE
AC097532.2	TRUE	FALSE
AC009133.1	TRUE	FALSE
DTX1	TRUE	FALSE
VEGFA	TRUE	FALSE
AKR7A3	TRUE	FALSE
NLRP7	TRUE	FALSE
LINC01436	TRUE	FALSE
COPZ2	TRUE	FALSE
TWIST2	TRUE	FALSE
ACY3	TRUE	FALSE
GPM6A	TRUE	FALSE
MIER3	TRUE	FALSE
IGHV4-61	TRUE	FALSE
LINC02446	TRUE	FALSE
GLRX	TRUE	FALSE
PAG1	TRUE	FALSE
CD300A	TRUE	FALSE
LINC01082	TRUE	FALSE
HSPB7	TRUE	FALSE
C2CD4A	TRUE	FALSE
