integration_feature	anchor_feature	integrated_correction_feature
SHE	TRUE	FALSE
KIF4A	TRUE	FALSE
DAB2	TRUE	FALSE
CD300LF	TRUE	FALSE
CA9	TRUE	FALSE
AC012236.1	TRUE	FALSE
BCAT1	TRUE	FALSE
MATK	TRUE	FALSE
ENTPD8	TRUE	FALSE
TCF15	TRUE	FALSE
CNTNAP3B	TRUE	FALSE
JPT1	TRUE	FALSE
BCHE	TRUE	FALSE
LAT2	TRUE	FALSE
LILRB1	TRUE	FALSE
FGFR1	TRUE	FALSE
CYTIP	TRUE	FALSE
DHFR	TRUE	FALSE
MAL2	TRUE	FALSE
IER2	TRUE	FALSE
KIF2C	TRUE	FALSE
LMNA	TRUE	FALSE
KIF20A	TRUE	FALSE
SLC8A1	TRUE	FALSE
FGD5	TRUE	FALSE
XDH	TRUE	FALSE
UPP1	TRUE	FALSE
NME1	TRUE	FALSE
SECTM1	TRUE	FALSE
HEY2	TRUE	FALSE
GPR171	TRUE	FALSE
LDLR	TRUE	FALSE
RAB25	TRUE	FALSE
SLITRK6	TRUE	FALSE
DTYMK	TRUE	FALSE
TENT5A	TRUE	FALSE
EFNB2	TRUE	FALSE
ANXA3	TRUE	FALSE
LINC02397	TRUE	FALSE
KCNN3	TRUE	FALSE
FCRL2	TRUE	FALSE
NDN	TRUE	FALSE
PTGDR	TRUE	FALSE
FAM111B	TRUE	FALSE
SPOCK1	TRUE	FALSE
DPYSL2	TRUE	FALSE
MYDGF	TRUE	FALSE
GSTA1	TRUE	FALSE
FBXO32	TRUE	FALSE
MXD3	TRUE	FALSE
PDGFD	TRUE	FALSE
DNAJC5B	TRUE	FALSE
JAG2	TRUE	FALSE
HES1	TRUE	FALSE
ZEB1	TRUE	FALSE
GIMAP6	TRUE	FALSE
RAB31	TRUE	FALSE
HSPB7	TRUE	FALSE
SERTAD1	TRUE	FALSE
RORA	TRUE	FALSE
AL583785.1	TRUE	FALSE
HHLA2	TRUE	FALSE
CXCL16	TRUE	FALSE
INSC	TRUE	FALSE
FOXQ1	TRUE	FALSE
HTR3A	TRUE	FALSE
C2orf54	TRUE	FALSE
SUSD5	TRUE	FALSE
UBE2T	TRUE	FALSE
SI	TRUE	FALSE
FLRT2	TRUE	FALSE
BCL6B	TRUE	FALSE
PERP	TRUE	FALSE
SEMA4A	TRUE	FALSE
RASGRP3	TRUE	FALSE
SOCS1	TRUE	FALSE
RIPOR2	TRUE	FALSE
PRDX2	TRUE	FALSE
KLF7	TRUE	FALSE
HSPA12B	TRUE	FALSE
CD84	TRUE	FALSE
GNB4	TRUE	FALSE
MCM5	TRUE	FALSE
SEMA3D	TRUE	FALSE
ARHGAP23	TRUE	FALSE
PDLIM7	TRUE	FALSE
ANGPT1	TRUE	FALSE
SPHK1	TRUE	FALSE
PTPRE	TRUE	FALSE
MAL	TRUE	FALSE
PHLDA3	TRUE	FALSE
SNCA	TRUE	FALSE
GLIPR1	TRUE	FALSE
KIF11	TRUE	FALSE
CDX1	TRUE	FALSE
AC092807.3	TRUE	FALSE
DUSP6	TRUE	FALSE
CD33	TRUE	FALSE
CDCA8	TRUE	FALSE
HIST1H1D	TRUE	FALSE
MSX1	TRUE	FALSE
ALDH1B1	TRUE	FALSE
MCM4	TRUE	FALSE
TESC	TRUE	FALSE
SH2D1A	TRUE	FALSE
ADAM28	TRUE	FALSE
TNS2	TRUE	FALSE
CLIC2	TRUE	FALSE
SEC14L1	TRUE	FALSE
PTPRO	TRUE	FALSE
JAG1	TRUE	FALSE
FCGRT	TRUE	FALSE
SDF2L1	TRUE	FALSE
SMC4	TRUE	FALSE
HSPB2	TRUE	FALSE
TINAGL1	TRUE	FALSE
DNAJC12	TRUE	FALSE
C2	TRUE	FALSE
CLIC5	TRUE	FALSE
ITGAM	TRUE	FALSE
NDC80	TRUE	FALSE
AC008397.1	TRUE	FALSE
HLA-DOB	TRUE	FALSE
EPHB2	TRUE	FALSE
SLC18A1	TRUE	FALSE
GMNN	TRUE	FALSE
RRAS	TRUE	FALSE
ETS2	TRUE	FALSE
ZG16B	TRUE	FALSE
QKI	TRUE	FALSE
LAMB2	TRUE	FALSE
MIAT	TRUE	FALSE
GGH	TRUE	FALSE
TIMM13	TRUE	FALSE
DOK2	TRUE	FALSE
ECT2	TRUE	FALSE
ACTN1	TRUE	FALSE
SMC2	TRUE	FALSE
DUSP23	TRUE	FALSE
F8	TRUE	FALSE
IQGAP3	TRUE	FALSE
PEG10	TRUE	FALSE
GK	TRUE	FALSE
HDGFL3	TRUE	FALSE
TTK	TRUE	FALSE
HAPLN3	TRUE	FALSE
BOC	TRUE	FALSE
BRCA2	TRUE	FALSE
MAFF	TRUE	FALSE
KIF15	TRUE	FALSE
S100A13	TRUE	FALSE
PGM5	TRUE	FALSE
EVA1B	TRUE	FALSE
CACNA2D3	TRUE	FALSE
PFKFB3	TRUE	FALSE
NEURL1B	TRUE	FALSE
KRTCAP3	TRUE	FALSE
PDE2A	TRUE	FALSE
BNC2	TRUE	FALSE
CREM	TRUE	FALSE
GPR146	TRUE	FALSE
CDCA2	TRUE	FALSE
TRG-AS1	TRUE	FALSE
URAD	TRUE	FALSE
ORAI2	TRUE	FALSE
MCM6	TRUE	FALSE
BUB1B	TRUE	FALSE
CREB3L1	TRUE	FALSE
RAD51AP1	TRUE	FALSE
B3GALT5	TRUE	FALSE
SAPCD2	TRUE	FALSE
IL24	TRUE	FALSE
IGHV3-21	TRUE	FALSE
F10	TRUE	FALSE
LY6D	TRUE	FALSE
PARD6G-AS1	TRUE	FALSE
IGHV3-43	TRUE	FALSE
RPS3	TRUE	FALSE
GPC3	TRUE	FALSE
CD1B	TRUE	FALSE
RPSA	TRUE	FALSE
IGHV4-4	TRUE	FALSE
HAND2	TRUE	FALSE
SLC1A3	TRUE	FALSE
KCNJ6	TRUE	FALSE
IL13RA2	TRUE	FALSE
RPL10	TRUE	FALSE
CHST1	TRUE	FALSE
RPS3A	TRUE	FALSE
RPLP0	TRUE	FALSE
PAX5	TRUE	FALSE
CTSZ	TRUE	FALSE
RPL10A	TRUE	FALSE
HCAR3	TRUE	FALSE
CHAC1	TRUE	FALSE
RELN	TRUE	FALSE
RPL7A	TRUE	FALSE
RPL3	TRUE	FALSE
ISYNA1	TRUE	FALSE
WNT4	TRUE	FALSE
RPS14	TRUE	FALSE
BCL6	TRUE	FALSE
ADAMTSL4	TRUE	FALSE
SNX10	TRUE	FALSE
GCSAM	TRUE	FALSE
HIST1H1A	TRUE	FALSE
FEZ1	TRUE	FALSE
TRBV28	TRUE	FALSE
NLRP7	TRUE	FALSE
BMP5	TRUE	FALSE
DSC2	TRUE	FALSE
LINC01436	TRUE	FALSE
GPM6A	TRUE	FALSE
PSAT1	TRUE	FALSE
IGHV4-61	TRUE	FALSE
CCDC168	TRUE	FALSE
CES2	TRUE	FALSE
CD300A	TRUE	FALSE
PLEKHH2	TRUE	FALSE
ATP5MC3	TRUE	FALSE
C2CD4A	TRUE	FALSE
SLC25A5	TRUE	FALSE
HSPD1	TRUE	FALSE
ACAP1	TRUE	FALSE
EML6	TRUE	FALSE
CD99	TRUE	FALSE
CDCA5	TRUE	FALSE
SYT1	TRUE	FALSE
HIST1H2BF	TRUE	FALSE
CD63	TRUE	FALSE
LYPD1	TRUE	FALSE
