relative_path	file_type	dataset	description	bytes	sha256	created_by	source_command	notes
tables/tnbc_full_cluster_by_tissue.tsv	table	GSE169246_TNBC	Cluster composition by tissue	1331	7416d1681b9805d5a664971e0eb722a9e4bb45f44c5845b288a440f6e2ea5478	Codex desktop worker	TNBC_THREADS=8 TNBC_NPCS=30 TNBC_RESOLUTION=0.1 Rscript scripts/run_tnbc_bpcells_full.R 2>&1 | tee tnbc_full_run.log	uploaded to GitHub handoff folder
tables/tnbc_full_cluster_markers_all.tsv	table	GSE169246_TNBC	All cluster markers from unrestricted marker test	517086	8edebf78d5cccc66315c683aee362f4bae6edf309517d9090bbd5fe6e87c4904	Codex desktop worker	TNBC_THREADS=8 TNBC_NPCS=30 TNBC_RESOLUTION=0.1 Rscript scripts/run_tnbc_bpcells_full.R 2>&1 | tee tnbc_full_run.log	uploaded to GitHub handoff folder
tables/tnbc_full_cluster_top10_markers.tsv	table	GSE169246_TNBC	Top 10 markers per cluster for manual annotation	5150	56b390eebc7b2f2e67624f62d2882835bdbfa67aefe9f953bc53337da41647e1	Codex desktop worker	TNBC_THREADS=8 TNBC_NPCS=30 TNBC_RESOLUTION=0.1 Rscript scripts/run_tnbc_bpcells_full.R 2>&1 | tee tnbc_full_run.log	uploaded to GitHub handoff folder
tables/tnbc_full_qc_summary_by_sample.tsv	table	GSE169246_TNBC	QC summary by sample	5634	76973c49edb1d49e9dbb2daf94419720479cb33f55fcda1e427207dc2bdb7fc9	Codex desktop worker	TNBC_THREADS=8 TNBC_NPCS=30 TNBC_RESOLUTION=0.1 Rscript scripts/run_tnbc_bpcells_full.R 2>&1 | tee tnbc_full_run.log	uploaded to GitHub handoff folder
tables/tnbc_full_run_summary.tsv	table	GSE169246_TNBC	Run summary table	190	32c43fa478674a30e6a127e6e043e7d4569983141b2d4378e360f20382bef038	Codex desktop worker	TNBC_THREADS=8 TNBC_NPCS=30 TNBC_RESOLUTION=0.1 Rscript scripts/run_tnbc_bpcells_full.R 2>&1 | tee tnbc_full_run.log	uploaded to GitHub handoff folder
tables/tnbc_full_sample_cell_counts.tsv	table	GSE169246_TNBC	Cell counts by sample	3467	2b90ef521afb636f992ea98406151d2652abb324d58c444d50b291dedf998ea3	Codex desktop worker	TNBC_THREADS=8 TNBC_NPCS=30 TNBC_RESOLUTION=0.1 Rscript scripts/run_tnbc_bpcells_full.R 2>&1 | tee tnbc_full_run.log	uploaded to GitHub handoff folder
LOCAL_ONLY:I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-cancer-mono-mac\tnbc_full_run\outputs\07_tables\main\full_scope_preprocess\tnbc_bpcells_full\tnbc_full_umap_coordinates.tsv	table	GSE169246_TNBC	UMAP coordinates, large local-only table	64067938	35fe7d6e473c226619ad97a4a064ffc5fdf75eb9c675f435d97101577b5dbddc	Codex desktop worker	TNBC_THREADS=8 TNBC_NPCS=30 TNBC_RESOLUTION=0.1 Rscript scripts/run_tnbc_bpcells_full.R 2>&1 | tee tnbc_full_run.log	not uploaded; retained on desktop due to size/raw-matrix policy
LOCAL_ONLY:I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-cancer-mono-mac\tnbc_full_run\outputs\07_tables\main\full_scope_preprocess\tnbc_bpcells_full\tnbc_full_qc_before_filter.tsv	table	GSE169246_TNBC	Per-cell QC table before filtering, large local-only table	45837951	6ab006d0201e7342663983756c45e5cc4914f4b23ca4d90186c5af39d72385f1	Codex desktop worker	TNBC_THREADS=8 TNBC_NPCS=30 TNBC_RESOLUTION=0.1 Rscript scripts/run_tnbc_bpcells_full.R 2>&1 | tee tnbc_full_run.log	not uploaded; retained on desktop due to size/raw-matrix policy
LOCAL_ONLY:I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-cancer-mono-mac\tnbc_full_run\outputs\04_data_processed\single_cell\full_scope_preprocess\tnbc_bpcells_full\tnbc_full_marker_clustering_seurat.rds	rds	GSE169246_TNBC	Processed Seurat object, too large for GitHub	420199453	dfdba0ac623c473ad039290f0dd17c98401c4666112240c4d243303e1d6b8476	Codex desktop worker	TNBC_THREADS=8 TNBC_NPCS=30 TNBC_RESOLUTION=0.1 Rscript scripts/run_tnbc_bpcells_full.R 2>&1 | tee tnbc_full_run.log	not uploaded; retained on desktop due to size/raw-matrix policy
LOCAL_ONLY:I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-cancer-mono-mac\tnbc_full_run\outputs\04_data_processed\single_cell\full_scope_preprocess\tnbc_bpcells_full\GSE169246_TNBC_RNA_counts_bpcells	directory	GSE169246_TNBC	BPCells disk matrix directory, too large for GitHub	1206752954	directory-not-hashed	Codex desktop worker	TNBC_THREADS=8 TNBC_NPCS=30 TNBC_RESOLUTION=0.1 Rscript scripts/run_tnbc_bpcells_full.R 2>&1 | tee tnbc_full_run.log	not uploaded; retained on desktop due to size/raw-matrix policy
