"relative_path"	"absolute_path"	"size_bytes"	"sha256"	"delivery_status"	"notes"
"figures/gse189926_local_linearity_seven_route_umap_comparison.pdf"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\figures\gse189926_local_linearity_seven_route_umap_comparison.pdf"	"1464245"	"D02D3618156DB3821F0DF04B89FC3BB80AA1C2F3E837BAB8A010260F93525053"	"github_upload"	"GSE189926 topology sweep lightweight output"
"figures/gse189926_local_linearity_seven_route_umap_comparison.png"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\figures\gse189926_local_linearity_seven_route_umap_comparison.png"	"3327461"	"36C3554EFF6779E069EF4502D1089650AECF775E86CF494D7C75329A8BEEE417"	"github_upload"	"GSE189926 topology sweep lightweight output"
"figures/gse189926_nCount_RNA_seven_route_umap_comparison.pdf"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\figures\gse189926_nCount_RNA_seven_route_umap_comparison.pdf"	"3512762"	"7C43B03D01988B1BFD167417E2C091B9EECBFC6CFEDAB68149B1B2F12F5DC150"	"github_upload"	"GSE189926 topology sweep lightweight output"
"figures/gse189926_nCount_RNA_seven_route_umap_comparison.png"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\figures\gse189926_nCount_RNA_seven_route_umap_comparison.png"	"5025087"	"82990543F4B9009EB963E74A45E6E1EE1549034193828D79B3E136667288F133"	"github_upload"	"GSE189926 topology sweep lightweight output"
"figures/gse189926_nFeature_RNA_seven_route_umap_comparison.pdf"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\figures\gse189926_nFeature_RNA_seven_route_umap_comparison.pdf"	"3599773"	"2AE1A296D653AFD4E91F594DED493747D9D43E6C842BF2F00C3874C1E68D37B3"	"github_upload"	"GSE189926 topology sweep lightweight output"
"figures/gse189926_nFeature_RNA_seven_route_umap_comparison.png"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\figures\gse189926_nFeature_RNA_seven_route_umap_comparison.png"	"5030792"	"DFED45C531D30DAD8A8A4737C4EA3E8B9771397E8DB3F7DDDFB64073FB8FC93E"	"github_upload"	"GSE189926 topology sweep lightweight output"
"figures/gse189926_patient_seven_route_umap_comparison.pdf"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\figures\gse189926_patient_seven_route_umap_comparison.pdf"	"3626446"	"0BBB9A5AEBE356A3303078103C43D828119B6BE1A740235D92A7597E5C82F7B7"	"github_upload"	"GSE189926 topology sweep lightweight output"
"figures/gse189926_patient_seven_route_umap_comparison.png"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\figures\gse189926_patient_seven_route_umap_comparison.png"	"7005211"	"33B331450670559E1EBCC181194B9E9C525CE852C1141E9302A8754FF987EE6C"	"github_upload"	"GSE189926 topology sweep lightweight output"
"figures/gse189926_pct_hb_seven_route_umap_comparison.pdf"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\figures\gse189926_pct_hb_seven_route_umap_comparison.pdf"	"1910459"	"0D667D20333942875B7F3892D1EE67078C0E9FD5D287A26DF464AAEF1A90E57F"	"github_upload"	"GSE189926 topology sweep lightweight output"
"figures/gse189926_pct_hb_seven_route_umap_comparison.png"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\figures\gse189926_pct_hb_seven_route_umap_comparison.png"	"4557645"	"244EF3C052A1DBCB11FA4BF2AB11A88B780D2E8CFDCE3533453DD7EEED627EC1"	"github_upload"	"GSE189926 topology sweep lightweight output"
"figures/gse189926_pct_mt_seven_route_umap_comparison.pdf"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\figures\gse189926_pct_mt_seven_route_umap_comparison.pdf"	"3637068"	"6BCF88BFBEE8031E3CF517B0D3D13B2BEAA53D583DD8E7A479D86A8669304CCF"	"github_upload"	"GSE189926 topology sweep lightweight output"
"figures/gse189926_pct_mt_seven_route_umap_comparison.png"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\figures\gse189926_pct_mt_seven_route_umap_comparison.png"	"5077329"	"6E5CD684C757022272642470D5A96D1594826E37908C2E5EF90D301C79C1E5CC"	"github_upload"	"GSE189926 topology sweep lightweight output"
"figures/gse189926_pct_ribo_seven_route_umap_comparison.pdf"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\figures\gse189926_pct_ribo_seven_route_umap_comparison.pdf"	"3554048"	"F1291070E231DB2D1FE3F28EC1872B7B70538084EC89F97BF6283E16847C9174"	"github_upload"	"GSE189926 topology sweep lightweight output"
"figures/gse189926_pct_ribo_seven_route_umap_comparison.png"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\figures\gse189926_pct_ribo_seven_route_umap_comparison.png"	"4994114"	"CE10AF567F5B346424769E6F08FBC7BCB1CADEB465EA983C202D3138FE1B8918"	"github_upload"	"GSE189926 topology sweep lightweight output"
"figures/gse189926_raw_outcome_seven_route_umap_comparison.pdf"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\figures\gse189926_raw_outcome_seven_route_umap_comparison.pdf"	"2152244"	"BC38D498628CDAE009885355E7C5F2753624DF9D5B58C271B1B065D6274D4392"	"github_upload"	"GSE189926 topology sweep lightweight output"
"figures/gse189926_raw_outcome_seven_route_umap_comparison.png"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\figures\gse189926_raw_outcome_seven_route_umap_comparison.png"	"5164122"	"50A63FCD54250394612965FBB1B31B91EFAA61030414D69810C5F0A8EE62276A"	"github_upload"	"GSE189926 topology sweep lightweight output"
"figures/gse189926_sample_seven_route_umap_comparison.pdf"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\figures\gse189926_sample_seven_route_umap_comparison.pdf"	"3872603"	"2A3A4D8625D5D66994D40F4E048CDF0189930E77AF90754113E87EBE530FB431"	"github_upload"	"GSE189926 topology sweep lightweight output"
"figures/gse189926_sample_seven_route_umap_comparison.png"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\figures\gse189926_sample_seven_route_umap_comparison.png"	"7051362"	"06CF833AA0E0A392DDEAE7DFD1ECDF4E85350F8CA9377B45FB632DF02CB46AC3"	"github_upload"	"GSE189926 topology sweep lightweight output"
"figures/gse189926_timepoint_seven_route_umap_comparison.pdf"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\figures\gse189926_timepoint_seven_route_umap_comparison.pdf"	"1819362"	"F75D3F29E36CF22610B008FAB68DF7D6D4A6089D5E16CA128DA463AC0A774307"	"github_upload"	"GSE189926 topology sweep lightweight output"
"figures/gse189926_timepoint_seven_route_umap_comparison.png"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\figures\gse189926_timepoint_seven_route_umap_comparison.png"	"5176786"	"0FBD031787A4E2A4C10344E294BEA04B9D33CF4F4594DC9C1BC346F562EF8A4F"	"github_upload"	"GSE189926 topology sweep lightweight output"
"gse189926_filament_region_cell_audit.tsv.gz"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\gse189926_filament_region_cell_audit.tsv.gz"	"55567"	"AF4F3274C321157925BABA95955BE7EBFCE35C3E2E72225137D1E04D2245F3AE"	"github_upload"	"GSE189926 topology sweep lightweight output"
"gse189926_filament_region_review.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\gse189926_filament_region_review.tsv"	"9638"	"7A49769CA639BE7460C5420ED88C17426268139C579BCEE0D7F2D4A89A95BA14"	"github_upload"	"GSE189926 topology sweep lightweight output"
"gse189926_resolution_adjacent_ari.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\gse189926_resolution_adjacent_ari.tsv"	"298"	"661E2A97C0C6892BFA6C3859A04C13E11E75A92D26A47860732ED73C4E79E64A"	"github_upload"	"GSE189926 topology sweep lightweight output"
"gse189926_resolution_broad_marker_evidence.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\gse189926_resolution_broad_marker_evidence.tsv"	"28285"	"0543CB9BB420233C9FA356449C3B4A7A4A9684DBD485ACFA863A4A8C183CD76C"	"github_upload"	"GSE189926 topology sweep lightweight output"
"gse189926_resolution_cluster_counts.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\gse189926_resolution_cluster_counts.tsv"	"1824"	"FAF57A15F7EFA56E13BF471004EA97F12A98F0D9DD5A59A950E15F5BA2708712"	"github_upload"	"GSE189926 topology sweep lightweight output"
"gse189926_resolution_sample_patient_dominance.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\gse189926_resolution_sample_patient_dominance.tsv"	"11343"	"D4079D0220B6A634C2DCDB9185264DC8C7D305147C91AC0A2F2BAFED39A4D178"	"github_upload"	"GSE189926 topology sweep lightweight output"
"gse189926_resolution_selection_evidence.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\gse189926_resolution_selection_evidence.tsv"	"1352"	"E0578DC361DCF80D15D4DD70ACEC253C8968027407E2D00BCC4E4912F253424D"	"github_upload"	"GSE189926 topology sweep lightweight output"
"gse189926_resolution_sweep_summary.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\gse189926_resolution_sweep_summary.tsv"	"848"	"26E147766C0ABCC3E3FD1E7AEE5CA0F1FF152EB3E683C46AD1A5F2D65A4AEC3E"	"github_upload"	"GSE189926 topology sweep lightweight output"
"gse189926_resolution_top10_markers.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\gse189926_resolution_top10_markers.tsv"	"197910"	"837B9B3E8BD296F0A83F4B4E95823ECA9BC020D7CF846BE8A40954A463192D90"	"github_upload"	"GSE189926 topology sweep lightweight output"
"gse189926_resolution_top50_markers.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\gse189926_resolution_top50_markers.tsv"	"1018316"	"AA228BA06B8B09A3D9FA0018D6A31E79DA9CB2D6B11A57609C03FEBE782AFDB2"	"github_upload"	"GSE189926 topology sweep lightweight output"
"gse189926_resolution_transition_tables.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\gse189926_resolution_transition_tables.tsv"	"8215"	"F90FAFBEFB3D9283954527AF58AFDD5FC88687EF24E0425A1108298E3860A5AD"	"github_upload"	"GSE189926 topology sweep lightweight output"
"gse189926_sweep_input_object_audit.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\gse189926_sweep_input_object_audit.tsv"	"1604"	"7EBA25ACE3065661EAF2F111D9AC1CC4C3466F7725EC1C188CCEADB039C043A6"	"github_upload"	"GSE189926 topology sweep lightweight output"
"gse189926_sweep_object_summary.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\gse189926_sweep_object_summary.tsv"	"620"	"240FB050F55D445926668E8B3567DD63BEA4A4BD40D8A2469FA406B6E922882A"	"github_upload"	"GSE189926 topology sweep lightweight output"
"gse189926_umap_fixed_cluster_geometry.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\gse189926_umap_fixed_cluster_geometry.tsv"	"730"	"96F739AFD4A54941306AC957AD0FF9FBF910A604BD90F9AA470F137D3F0D75C2"	"github_upload"	"GSE189926 topology sweep lightweight output"
"gse189926_umap_local_linearity_by_cluster.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\gse189926_umap_local_linearity_by_cluster.tsv"	"12264"	"E07416D90C7C3825B4DAA536829E16B0E5FF2E9F2C1C2A486F8B4D8B7BACB571"	"github_upload"	"GSE189926 topology sweep lightweight output"
"gse189926_umap_local_linearity_cell_values.tsv.gz"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\gse189926_umap_local_linearity_cell_values.tsv.gz"	"4671372"	"E5185DB23DDBB5ACD4B84AF8C63FCA3E201F056D7F633045B957B5560ADB2B09"	"github_upload"	"GSE189926 topology sweep lightweight output"
"gse189926_umap_local_linearity_summary.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\gse189926_umap_local_linearity_summary.tsv"	"767"	"D39E3FC142BBDFFB04A71EFC15F79B2126F65D19251A6DEAA01624ECFDD138C6"	"github_upload"	"GSE189926 topology sweep lightweight output"
"gse189926_umap_route_mixing_metrics.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\gse189926_umap_route_mixing_metrics.tsv"	"1551"	"4541D6E7DC4378D93FA10C9A168BE61B9E4E140F246F0C514CFCC9990FD27E3B"	"github_upload"	"GSE189926 topology sweep lightweight output"
"gse189926_umap_route_parameters.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\gse189926_umap_route_parameters.tsv"	"2091"	"7F1F019F5CE72DE6E65145D07986CBBB9C0DBE214F5C5FC0C81BB26B4DFC7DD8"	"github_upload"	"GSE189926 topology sweep lightweight output"
"gse189926_umap_selection_evidence.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\gse189926_umap_selection_evidence.tsv"	"3422"	"42DA20E0FCA55F75CF51769DA87D70D9A1F33BB76849C10B0484EB325F50F704"	"github_upload"	"GSE189926 topology sweep lightweight output"
"MAC_REVIEW_REQUEST.md"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\MAC_REVIEW_REQUEST.md"	"1235"	"016A0FA804C8E753804EC5907F74D74D8CA08056F4461FB889234A156578CB25"	"github_upload"	"GSE189926 topology sweep lightweight output"
"scripts/01_run_gse189926_sweep.R"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\scripts\01_run_gse189926_sweep.R"	"27960"	"D6C4BE55E2718888A87317C5E7E033042184DBB4BEC56864EDF04B0CF7FD967E"	"github_upload"	"GSE189926 topology sweep lightweight output"
"scripts/01b_resume_gse189926_post_umap.R"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\scripts\01b_resume_gse189926_post_umap.R"	"7400"	"6D7B847D78F8FF64A3923E1B8FCF4FCF6332C335C4E915FE2D92C3E87C3A79C3"	"github_upload"	"GSE189926 topology sweep lightweight output"
"scripts/02_render_gse189926_sweep.R"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\scripts\02_render_gse189926_sweep.R"	"15518"	"2EE4BD31278A08759B7CA86FBE43361263A1ADEDF5FCDF325FF4210019AE70BC"	"github_upload"	"GSE189926 topology sweep lightweight output"
"scripts/build_output_manifest.ps1"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\scripts\build_output_manifest.ps1"	"3877"	"F7BF20785148B1397380FB6DD0243EBCDFA4AC40D6136BCCF2E1EA01D91FAA59"	"github_upload"	"GSE189926 topology sweep lightweight output"
"scripts/upload_github_handoff.ps1"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\scripts\upload_github_handoff.ps1"	"5801"	"342ECCFE89FE9E5A5AAEC7EC4E5CB1BA2D04E742F93ED9C65B36363A88659D4B"	"github_upload"	"GSE189926 topology sweep lightweight output"
"sessionInfo_gse189926_figures.txt"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\sessionInfo_gse189926_figures.txt"	"3666"	"1E86D9603F4AC97874254D0E21D42AB57C61BE60D50E7C9998C92477BABAB14D"	"github_upload"	"GSE189926 topology sweep lightweight output"
"sessionInfo_gse189926_sweep.txt"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\sessionInfo_gse189926_sweep.txt"	"3379"	"7F263A688D78B05685D2955E2D6E7A007B38E3E96198E54ACF3A2FF329C52931"	"github_upload"	"GSE189926 topology sweep lightweight output"
"STATUS.md"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse189926_resolution_umap_topology_sweep\STATUS.md"	"1459"	"0CAF6205E459C7BF1943CB4777EBC38AC0E4E19E6CA1652D3538B5885B78D33B"	"github_upload"	"GSE189926 topology sweep lightweight output"
""	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\04_objects\20260717_gse189926_resolution_umap_topology_sweep\gse189926_resolution_umap_topology_sweep.rds"	"3884399869"	"91DA7CDAF97E720B07078B16E60717D9C4C96611BCFDCE271BCAAF289D5663AC"	"local_only"	"final sweep object; local only; original object not overwritten"
""	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\04_objects\20260717_gse189926_resolution_umap_topology_sweep\gse189926_sweep_post_umap_checkpoint.rds"	"3884396163"	"0B858BBA20455079AAE066B7F002B5EB7D46A8DFFE7BE8F692756665869F7AF3"	"local_only"	"post-UMAP checkpoint; local only"
""	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\04_objects\20260717_gse189926_resolution_umap_topology_sweep\gse189926_sweep_pre_umap_checkpoint.rds"	"3862420468"	"6AA91DD5586D8F75D51F8E622A9C02B6B045F39DA2321039C1BA583FC5599B5C"	"local_only"	"pre-UMAP checkpoint; local only"
